1,4464
2,2754
3,1227
4,4561
5,433
6,3699
7,3383
8,4601
9,1085
10,1456
11,4611
12,3652
13,1212
14,4339
15,4858
16,3217
17,20
18,1736
19,4880
20,4072
21,267
22,1020
23,3649
24,654
25,103
26,901
27,3850
28,3514
29,3027
30,4640
31,4622
32,4679
33,4990
34,4532
35,5000
36,3769
37,3649
38,1584
39,775
40,3836
41,2749
42,3589
43,192
44,4540
45,3901
46,178
47,1746
48,3702
49,4379
50,308
51,1557
52,3248
53,2894
54,1321
55,3706
56,3502
57,3470
58,2870
59,197
60,899
61,3463
62,4673
63,4055
64,3993
65,1142
66,3869
67,1530
68,1747
69,1997
70,923
71,3834
72,3700
73,962
74,4514
75,1701
76,717
77,2651
78,2560
79,3906
80,1007
81,527
82,561
83,245
84,4343
85,123
86,3184
87,2249
88,3244
89,1029
90,2243
91,169
92,2459
93,811
94,672
95,4092
96,524
97,2671
98,2125
99,1275
100,4168
