3020,1
4684,2
1889,3
2459,4
4831,5
1561,6
4830,7
4650,8
3554,9
24,10
4193,11
2121,12
3549,13
3708,14
2699,15
4049,16
3578,17
4423,18
825,19
3718,20
2251,21
4802,22
1999,23
3956,24
1080,25
3910,26
3488,27
2751,28
285,29
4178,30
3405,31
2554,32
312,33
1705,34
2477,35
2646,36
1925,37
4045,38
4516,39
4444,40
1319,41
1042,42
902,43
1851,44
4267,45
2506,46
1227,47
1135,48
1717,49
1664,50
3927,51
2615,52
1595,53
4013,54
2939,55
4120,56
3883,57
2590,58
102,59
4095,60
4799,61
3578,62
3049,63
40,64
3065,65
220,66
1460,67
2189,68
431,69
1258,70
4197,71
4655,72
2,73
316,74
2501,75
3194,76
3517,77
4723,78
477,79
1895,80
4608,81
1053,82
2024,83
1591,84
3999,85
4939,86
4179,87
1139,88
1311,89
1913,90
3426,91
435,92
822,93
4034,94
2969,95
2457,96
171,97
1962,98
1595,99
3113,100
