1,5
189,5
625,5
174,5
938,5
1910,7
1673,7
866,5
1531,7
963,5
956,5
1251,7
819,5
270,5
1849,7
1316,7
849,5
152,5
1908,7
205,5
1458,7
714,5
786,5
1744,7
1757,7
1065,7
681,5
1514,7
1592,7
1449,7
1175,7
1519,7
12,5
237,5
1701,7
1425,7
1318,7
1798,7
989,5
531,5
1605,7
702,5
1618,7
784,5
1200,7
982,5
975,5
1858,7
375,5
1987,7
1221,7
64,5
767,5
853,5
1371,7
1925,7
661,5
1395,7
1547,7
95,5
344,5
917,5
778,5
1379,7
168,5
1999,7
1603,7
1305,7
596,5
1961,7
1063,7
835,5
522,5
1724,7
1885,7
502,5
187,5
1754,7
1199,7
115,5
1013,7
1398,7
984,5
954,5
85,5
1734,7
1113,7
766,5
634,5
333,5
1774,7
1145,7
1213,7
1919,7
1683,7
1791,7
332,5
227,5
449,5
407,5
663,5
1580,7
1629,7
247,5
349,5
297,5
1589,7
1538,7
828,5
4,5
89,5
716,5
1746,7
34,5
1272,7
493,5
1423,7
1688,7
1328,7
955,5
795,5
179,5
15,5
184,5
341,5
985,5
783,5
748,5
1652,7
1662,7
185,5
1053,7
1314,7
1030,7
1385,7
665,5
228,5
1598,7
644,5
1129,7
1957,7
776,5
752,5
253,5
1096,7
1261,7
489,5
1086,7
605,5
1980,7
1387,7
806,5
548,5
1399,7
898,5
301,5
1992,7
434,5
308,5
110,5
129,5
703,5
1588,7
1406,7
967,5
1831,7
368,5
123,5
1291,7
267,5
62,5
1986,7
1844,7
1771,7
492,5
1068,7
204,5
69,5
1004,7
781,5
1960,7
1621,7
1525,7
1576,7
387,5
419,5
1246,7
1418,7
1988,7
1583,7
494,5
509,5
1691,7
1219,7
1457,7
88,5
1500,7
56,5
1889,7
1228,7
1456,7
1784,7
798,5
1058,7
1787,7
263,5
1856,7
506,5
100,5
1644,7
840,5
637,5
543,5
790,5
518,5
1967,7
838,5
1204,7
801,5
760,5
520,5
1903,7
293,5
667,5
1890,7
1928,7
856,5
1479,7
453,5
833,5
705,5
1684,7
1307,7
1131,7
1913,7
1156,7
1995,7
1384,7
1570,7
683,5
617,5
288,5
906,5
966,5
1825,7
1205,7
1196,7
491,5
220,5
1569,7
365,5
252,5
1969,7
1627,7
380,5
1061,7
164,5
772,5
327,5
290,5
799,5
1076,7
749,5
2000,7
858,5
217,5
224,5
944,5
598,5
557,5
42,5
859,5
233,5
1391,7
1976,7
1268,7
269,5
1489,7
1229,7
336,5
1271,7
1245,7
1260,7
1817,7
392,5
1674,7
571,5
1034,7
1870,7
1247,7
73,5
1254,7
1270,7
1295,7
84,5
1028,7
881,5
1974,7
470,5
1095,7
1289,7
1850,7
1548,7
1037,7
178,5
546,5
1860,7
272,5
462,5
745,5
335,5
660,5
1109,7
1716,7
1854,7
857,5
1703,7
1847,7
1334,7
207,5
1954,7
1541,7
907,5
931,5
655,5
1119,7
1626,7
1104,7
1138,7
1083,7
37,5
390,5
106,5
159,5
1317,7
1361,7
362,5
16,5
561,5
158,5
1779,7
429,5
1685,7
379,5
539,5
371,5
1938,7
305,5
1210,7
394,5
1821,7
664,5
1127,7
1848,7
412,5
1818,7
167,5
1154,7
1069,7
386,5
568,5
393,5
367,5
1518,7
965,5
35,5
1072,7
1374,7
457,5
530,5
1159,7
364,5
852,5
478,5
1300,7
1308,7
638,5
892,5
373,5
1098,7
136,5
65,5
1110,7
81,5
1473,7
595,5
488,5
1770,7
238,5
439,5
83,5
51,5
687,5
1082,7
1080,7
1566,7
121,5
1766,7
1763,7
430,5
395,5
1506,7
44,5
541,5
682,5
481,5
1447,7
193,5
90,5
884,5
1301,7
316,5
444,5
1656,7
1675,7
1225,7
1252,7
983,5
268,5
1761,7
1178,7
114,5
1259,7
1805,7
1420,7
756,5
1097,7
1536,7
388,5
1546,7
1871,7
1283,7
1617,7
1909,7
562,5
1978,7
1187,7
14,5
23,5
1160,7
7,5
1184,7
413,5
1820,7
1347,7
1279,7
279,5
1700,7
1600,7
627,5
1551,7
442,5
867,5
1735,7
939,5
416,5
1857,7
1511,7
782,5
503,5
1424,7
141,5
719,5
1873,7
331,5
1488,7
1345,7
998,5
922,5
861,5
1865,7
43,5
240,5
1193,7
351,5
635,5
454,5
514,5
381,5
1781,7
725,5
676,5
147,5
86,5
127,5
383,5
190,5
1789,7
211,5
524,5
688,5
1403,7
1633,7
846,5
1515,7
104,5
1837,7
28,5
1501,7
844,5
1792,7
1101,7
882,5
556,5
1593,7
1562,7
1842,7
1161,7
925,5
1692,7
111,5
1689,7
1984,7
1990,7
1549,7
1322,7
75,5
1311,7
1902,7
38,5
410,5
422,5
1326,7
1370,7
845,5
1660,7
260,5
1450,7
1783,7
248,5
473,5
1244,7
1062,7
679,5
80,5
1624,7
585,5
1585,7
1329,7
1197,7
780,5
1432,7
146,5
1838,7
1421,7
1747,7
1894,7
1653,7
564,5
1173,7
206,5
611,5
1994,7
1290,7
1572,7
860,5
911,5
696,5
1682,7
693,5
521,5
1729,7
469,5
1526,7
1470,7
87,5
697,5
873,5
1157,7
1764,7
875,5
1419,7
424,5
580,5
730,5
130,5
574,5
1504,7
924,5
1319,7
933,5
1619,7
194,5
610,5
589,5
1755,7
31,5
597,5
547,5
947,5
723,5
1710,7
1321,7
160,5
962,5
1717,7
542,5
1020,7
1298,7
1410,7
893,5
161,5
109,5
1804,7
1112,7
135,5
1924,7
1814,7
1743,7
1212,7
919,5
1019,7
814,5
1852,7
1218,7
743,5
1046,7
1054,7
1342,7
451,5
154,5
2001,2002
841,5
1554,7
1077,7
242,5
673,5
1005,7
1998,7
277,5
1502,7
417,5
1931,7
292,5
887,5
1975,7
1166,7
549,5
1712,7
361,5
1809,7
49,5
1914,7
1480,7
1011,7
994,5
779,5
1659,7
389,5
1753,7
902,5
1830,7
496,5
1651,7
1829,7
1114,7
729,5
1128,7
485,5
1341,7
912,5
1155,7
937,5
1190,7
27,5
1714,7
699,5
1893,7
1024,7
602,5
437,5
650,5
1756,7
1404,7
1135,7
1278,7
350,5
1839,7
1434,7
321,5
874,5
271,5
1713,7
1917,7
1164,7
1725,7
1494,7
1147,7
1202,7
1455,7
1074,7
848,5
897,5
18,5
445,5
47,5
674,5
904,5
1122,7
1937,7
592,5
680,5
126,5
575,5
943,5
1493,7
467,5
1427,7
102,5
355,5
813,5
1991,7
210,5
325,5
1878,7
957,5
645,5
66,5
1294,7
927,5
209,5
1760,7
587,5
1608,7
302,5
533,5
475,5
1176,7
649,5
1299,7
1237,7
1586,7
1325,7
280,5
1250,7
1224,7
397,5
1464,7
120,5
792,5
1720,7
842,5
1089,7
1647,7
1478,7
1973,7
1601,7
234,5
486,5
313,5
1353,7
25,5
736,5
1558,7
1092,7
863,5
166,5
1123,7
1448,7
526,5
1242,7
241,5
972,5
1191,7
304,5
738,5
289,5
1310,7
1550,7
1466,7
1355,7
1389,7
30,5
513,5
1955,7
995,5
1257,7
77,5
1414,7
1181,7
1052,7
1670,7
891,5
953,5
517,5
905,5
1115,7
1487,7
622,5
970,5
57,5
560,5
1165,7
1134,7
964,5
323,5
472,5
968,5
839,5
245,5
1560,7
490,5
1778,7
46,5
1876,7
1402,7
1687,7
438,5
1565,7
366,5
1616,7
1669,7
550,5
896,5
1993,7
1070,7
1477,7
1051,7
1365,7
464,5
1206,7
1008,7
1382,7
706,5
741,5
278,5
888,5
1214,7
58,5
1512,7
1620,7
921,5
1143,7
259,5
747,5
1663,7
920,5
108,5
200,5
499,5
264,5
116,5
1140,7
1979,7
727,5
1327,7
312,5
236,5
1867,7
726,5
606,5
216,5
1437,7
1120,7
1363,7
1186,7
642,5
1302,7
1680,7
1918,7
232,5
1750,7
632,5
629,5
11,5
215,5
1956,7
836,5
1875,7
1942,7
199,5
720,5
929,5
1740,7
1983,7
1017,7
1832,7
1843,7
724,5
186,5
1375,7
1303,7
1777,7
414,5
171,5
908,5
1665,7
1144,7
231,5
266,5
498,5
662,5
1264,7
107,5
1521,7
1031,7
800,5
722,5
1078,7
707,5
1085,7
1575,7
1863,7
1439,7
1861,7
883,5
96,5
973,5
626,5
317,5
157,5
376,5
1230,7
1638,7
563,5
528,5
1943,7
794,5
1396,7
1042,7
1022,7
33,5
1695,7
450,5
821,5
1726,7
1602,7
244,5
1737,7
604,5
1732,7
1934,7
63,5
1359,7
363,5
1149,7
1075,7
653,5
1117,7
864,5
1883,7
1646,7
1292,7
1346,7
768,5
1581,7
70,5
188,5
1383,7
1440,7
132,5
213,5
648,5
353,5
616,5
307,5
446,5
1482,7
1509,7
468,5
1599,7
775,5
677,5
1833,7
401,5
851,5
1071,7
1540,7
139,5
1454,7
1153,7
1169,7
1945,7
1949,7
1708,7
1686,7
773,5
669,5
991,5
348,5
1007,7
504,5
1275,7
229,5
226,5
765,5
945,5
82,5
1107,7
1312,7
40,5
1523,7
1968,7
940,5
1568,7
1476,7
1263,7
1014,7
195,5
1323,7
826,5
552,5
1044,7
343,5
1377,7
1416,7
862,5
603,5
1142,7
1503,7
1171,7
1057,7
319,5
318,5
1217,7
1941,7
356,5
1235,7
1773,7
1722,7
426,5
1977,7
165,5
1738,7
1542,7
235,5
1255,7
770,5
1625,7
191,5
78,5
1880,7
1304,7
246,5
941,5
1267,7
1099,7
996,5
1060,7
239,5
1561,7
872,5
1027,7
1194,7
1497,7
1111,7
1800,7
879,5
1853,7
854,5
1594,7
744,5
1180,7
1227,7
1776,7
500,5
718,5
1106,7
197,5
1442,7
1591,7
820,5
1904,7
221,5
1655,7
579,5
1376,7
1248,7
1835,7
295,5
651,5
1315,7
409,5
1614,7
559,5
698,5
594,5
1534,7
1039,7
894,5
1351,7
145,5
1438,7
1741,7
746,5
529,5
1661,7
721,5
1702,7
1639,7
1146,7
700,5
641,5
487,5
803,5
1231,7
1529,7
636,5
934,5
1926,7
443,5
463,5
1748,7
339,5
926,5
936,5
1232,7
455,5
1132,7
1742,7
1340,7
785,5
1163,7
1050,7
1059,7
1015,7
1936,7
384,5
615,5
79,5
1226,7
1475,7
1130,7
986,5
1413,7
1280,7
1029,7
581,5
1286,7
311,5
1862,7
507,5
1338,7
532,5
1266,7
671,5
322,5
816,5
1415,7
9,5
1668,7
608,5
273,5
254,5
586,5
294,5
223,5
523,5
1018,7
834,5
1676,7
460,5
987,5
138,5
3,5
1948,7
788,5
1981,7
1258,7
1944,7
1040,7
1933,7
1888,7
431,5
1699,7
1367,7
817,5
1126,7
1834,7
754,5
1408,7
797,5
1824,7
1484,7
1635,7
1081,7
1762,7
287,5
1378,7
1446,7
140,5
328,5
1892,7
330,5
1628,7
1177,7
734,5
1597,7
1886,7
1012,7
74,5
396,5
374,5
212,5
1032,7
1530,7
1539,7
1496,7
1452,7
1088,7
647,5
418,5
1284,7
1846,7
1623,7
1872,7
599,5
810,5
1344,7
1364,7
1896,7
510,5
1666,7
24,5
1505,7
979,5
1527,7
1474,7
1921,7
177,5
1405,7
1799,7
1841,7
890,5
182,5
1520,7
1198,7
871,5
558,5
1851,7
41,5
338,5
739,5
961,5
1517,7
53,5
511,5
877,5
951,5
789,5
695,5
576,5
621,5
913,5
1265,7
1273,7
1035,7
1810,7
1859,7
378,5
1091,7
1435,7
916,5
1094,7
1486,7
822,5
1782,7
201,5
1812,7
19,5
1220,7
880,5
1174,7
1667,7
1946,7
1409,7
1996,7
540,5
1139,7
428,5
508,5
855,5
1158,7
1348,7
1189,7
1162,7
299,5
1970,7
1584,7
265,5
250,5
306,5
1207,7
1056,7
1634,7
1369,7
1002,7
762,5
1460,7
6,5
1535,7
222,5
1467,7
60,5
1693,7
657,5
405,5
537,5
1819,7
1923,7
1239,7
153,5
1444,7
869,5
990,5
1443,7
1648,7
565,5
124,5
690,5
1211,7
1613,7
1249,7
118,5
1719,7
993,5
1698,7
1238,7
1380,7
476,5
731,5
357,5
370,5
607,5
809,5
52,5
1813,7
732,5
553,5
1453,7
1293,7
1590,7
619,5
36,5
1417,7
1564,7
402,5
516,5
1765,7
1971,7
878,5
1827,7
1611,7
1553,7
1609,7
